filename,path,label,mean_intensity,std_dev,variance,skewness,kurtosis,range_intensity,min_intensity,max_intensity,entropy_shannon,entropy_local,edge_density,edge_magnitude_mean,edge_magnitude_std,edge_orientation_std,haralick_contrast,haralick_dissimilarity,haralick_homogeneity,haralick_energy,haralick_correlation,haralick_asm,lbp_uniform_mean,lbp_variance,lbp_entropy,fractal_dim_higuchi,fractal_dim_katz,fractal_dim_dfa,fractal_dim_boxcount,lacunarity,wavelet_energy_approx,wavelet_energy_horizontal,wavelet_energy_vertical,wavelet_energy_diagonal,wavelet_entropy,tamura_coarseness,tamura_contrast,tamura_directionality,area_coverage,circularity,solidity,perimeter_complexity,fractal_equation,fractal_hurst_exponent,fractal_amplitude_scaling,fractal_goodness_of_fit,fractal_fitting_success,fractal_overlay_path
sweater_20250824_195232.jpg,capture/images/sweater/sweater_20250824_195232.jpg,sweater,66.64978,28.249493,798.033871,0.703389,0.477592,191,6,197,6.792751,6.79275,0.294006,0.111469,0.075509,1.988286,1125.943156,24.731371,0.051427,0.012957,0.578781,0.000171,0.098104,7.013364,3.209712,1.866067,5.006894,0.978448,1.914496,1.042771,0.97997,0.001983,0.016303,0.001744,14.685551,535.67267,0.42385,1.990311,0.302254,0.012851,0.697974,31.270631,"fBm(H=0.900, σ=1.000)",0.9,1.0,0.990787,1.0,fractal_overlays/sweater_20250824_195232_fractal_overlay_20250824_195540.png
tshirt_cotton_20250824_195923.jpg,capture/images/tshirt_cotton/tshirt_cotton_20250824_195923.jpg,tshirt_cotton,108.338013,12.430562,154.518865,0.489746,-0.014153,91,74,165,5.639855,5.639854,0.196167,0.045914,0.027565,1.974755,228.695343,11.376525,0.108945,0.029555,0.689395,0.000908,0.102658,5.296259,3.079622,1.986287,4.356506,0.913374,1.908892,1.005233,0.998978,5.5e-05,0.000948,1.8e-05,14.278387,117.97283,0.114739,1.973273,0.200958,0.015218,0.559806,28.735589,"fBm(H=0.900, σ=1.000)",0.9,1.000006,0.980497,1.0,fractal_overlays/tshirt_cotton_20250824_195923_fractal_overlay_20250824_200020.png
tshirt_cotton_20250824_195928.jpg,capture/images/tshirt_cotton/tshirt_cotton_20250824_195928.jpg,tshirt_cotton,105.433502,15.514427,240.697452,0.2704,-0.007401,111,61,172,5.987515,5.987516,0.213028,0.052779,0.033422,1.958237,336.230359,13.617972,0.092432,0.023673,0.681083,0.000574,0.097429,7.188649,3.234476,1.991172,4.579367,0.833144,1.910083,1.010299,0.997415,0.000234,0.002198,0.000153,14.393999,186.72324,0.147149,1.958722,0.310059,0.025121,0.789463,22.365757,"fBm(H=0.900, σ=1.000)",0.9,1.0,0.983299,1.0,fractal_overlays/tshirt_cotton_20250824_195928_fractal_overlay_20250824_200057.png
tshirt_cotton_20250824_195933.jpg,capture/images/tshirt_cotton/tshirt_cotton_20250824_195933.jpg,tshirt_cotton,101.590027,16.390229,268.6396,0.212817,-0.036169,117,52,169,6.071389,6.071389,0.224823,0.051364,0.030826,1.908503,293.250314,12.771676,0.097138,0.023576,0.759498,0.00057,0.100745,6.038848,3.176297,1.975908,4.269355,0.872093,1.902397,1.012807,0.998033,0.000149,0.001746,7.2e-05,14.346583,218.99211,0.161337,1.908573,0.338287,0.024353,0.710509,22.715911,"fBm(H=0.900, σ=1.000)",0.9,0.999993,0.989749,1.0,fractal_overlays/tshirt_cotton_20250824_195933_fractal_overlay_20250824_200134.png
tshirt_cotton_20250824_195938.jpg,capture/images/tshirt_cotton/tshirt_cotton_20250824_195938.jpg,tshirt_cotton,107.635422,15.83417,250.720949,0.219803,-0.084272,111,60,171,6.022775,6.022776,0.236145,0.053299,0.031587,1.916691,302.000974,13.017958,0.094736,0.023478,0.727349,0.000566,0.10092,5.961905,3.169138,1.995414,4.40311,0.856034,1.907443,1.00943,0.998153,0.000136,0.001649,6.3e-05,14.340898,198.23927,0.147109,1.917037,0.386574,0.027307,0.564167,21.452097,"fBm(H=0.900, σ=1.000)",0.9,0.999987,0.991904,1.0,fractal_overlays/tshirt_cotton_20250824_195938_fractal_overlay_20250824_200211.png
tshirt_cotton_20250824_195943.jpg,capture/images/tshirt_cotton/tshirt_cotton_20250824_195943.jpg,tshirt_cotton,105.714584,16.366445,267.860509,0.295436,-0.168779,111,57,168,6.061596,6.061597,0.2379,0.054256,0.032432,1.923109,348.174228,13.970094,0.088087,0.022527,0.717458,0.000518,0.098928,6.685923,3.222095,2.011773,4.507334,0.820389,1.908626,1.010628,0.997592,0.00022,0.002047,0.000141,14.383583,211.50316,0.154817,1.924363,0.386459,0.022732,0.645011,23.511655,"fBm(H=0.900, σ=1.000)",0.9,0.999997,0.985737,1.0,fractal_overlays/tshirt_cotton_20250824_195943_fractal_overlay_20250824_200247.png
rayon_20250824_200345.jpg,capture/images/rayon/rayon_20250824_200345.jpg,rayon,39.634705,20.522059,421.15492,1.51077,2.098333,162,12,174,5.938125,5.938125,0.290665,0.099668,0.073662,1.906967,1119.062591,22.556507,0.084161,0.027535,0.382486,0.000778,0.103948,4.881579,3.077292,1.778154,4.551316,1.087268,1.90195,1.016776,0.966109,0.005508,0.026599,0.001783,14.728475,221.91118,0.51778,1.906991,0.009514,0.033701,0.39625,19.310132,"fBm(H=0.900, σ=1.000)",0.9,0.999998,0.97763,1.0,fractal_overlays/rayon_20250824_200345_fractal_overlay_20250824_200441.png
rayon_20250824_200350.jpg,capture/images/rayon/rayon_20250824_200350.jpg,rayon,44.997116,25.838443,667.625129,2.051822,4.651503,203,12,215,6.10274,6.10274,0.307159,0.121792,0.095083,1.900358,1412.385969,24.27963,0.078566,0.023885,0.247784,0.000579,0.098089,6.980654,3.252041,1.864138,6.320464,0.97286,1.907424,1.015647,0.922172,0.017462,0.049278,0.011087,15.01234,311.59888,0.574224,1.90123,0.003952,0.04312,0.326608,17.071206,"fBm(H=0.900, σ=1.000)",0.9,1.000008,0.974568,1.0,fractal_overlays/rayon_20250824_200350_fractal_overlay_20250824_200518.png
rayon_20250824_200355.jpg,capture/images/rayon/rayon_20250824_200355.jpg,rayon,35.938919,21.266009,452.243141,2.04933,4.853592,189,8,197,5.847274,5.847274,0.30722,0.100686,0.077593,1.896476,1141.728111,21.954654,0.085469,0.028412,0.24561,0.00082,0.097868,7.070053,3.256464,1.865285,4.577114,0.963256,1.911629,1.01645,0.918137,0.018816,0.050921,0.012126,15.02838,210.33043,0.591726,1.897757,0.008301,0.023768,0.26798,22.993611,"fBm(H=0.900, σ=1.000)",0.9,0.999998,0.963829,1.0,fractal_overlays/rayon_20250824_200355_fractal_overlay_20250824_200554.png
rayon_20250824_200400.jpg,capture/images/rayon/rayon_20250824_200400.jpg,rayon,41.147125,22.838803,521.610923,1.880264,3.788588,178,13,191,5.973042,5.973042,0.295868,0.109359,0.085753,1.902854,1304.170173,23.408247,0.084082,0.026776,0.298302,0.000732,0.101659,5.745368,3.166525,1.825813,4.668673,1.026816,1.896744,1.014295,0.942137,0.011338,0.040767,0.005759,14.877602,254.65375,0.555052,1.903486,0.002731,0.059876,0.396896,14.487039,"fBm(H=0.900, σ=1.000)",0.9,1.0,0.969526,1.0,fractal_overlays/rayon_20250824_200400_fractal_overlay_20250824_200631.png
rayon_20250824_200405.jpg,capture/images/rayon/rayon_20250824_200405.jpg,rayon,35.145309,20.559823,422.706317,2.134519,5.438515,193,7,200,5.785099,5.785098,0.304688,0.096479,0.075408,1.897926,1038.22255,20.746848,0.090093,0.029716,0.24445,0.000896,0.097807,7.068313,3.255275,1.86514,4.478735,0.966045,1.905841,1.016368,0.918095,0.01888,0.050585,0.01244,15.02581,196.45541,0.584995,1.899485,0.003563,0.031109,0.288094,20.098536,"fBm(H=0.900, σ=1.000)",0.9,1.000001,0.965863,1.0,fractal_overlays/rayon_20250824_200405_fractal_overlay_20250824_200707.png
shirt_terrycloth_20250824_200834.jpg,capture/images/shirt_terrycloth/shirt_terrycloth_20250824_200834.jpg,shirt_terrycloth,108.843216,19.423138,377.258301,-0.070412,0.291708,160,27,187,6.320422,6.320422,0.23616,0.065401,0.040392,1.832591,362.181849,14.138831,0.083309,0.019826,0.741834,0.000397,0.098399,6.628034,3.217582,1.576832,4.373246,1.422411,1.919191,1.005102,0.997891,0.000594,0.001155,0.000361,14.407702,277.31152,0.178451,1.832048,0.339981,0.015303,0.621264,28.65615,"fBm(H=0.900, σ=1.000)",0.9,1.000002,0.984867,1.0,fractal_overlays/shirt_terrycloth_20250824_200834_fractal_overlay_20250824_200930.png
shirt_terrycloth_20250824_200839.jpg,capture/images/shirt_terrycloth/shirt_terrycloth_20250824_200839.jpg,shirt_terrycloth,111.031662,19.715206,388.689351,-0.106185,0.307346,159,30,189,6.341456,6.341456,0.237823,0.06639,0.04085,1.832297,365.658461,14.228678,0.082501,0.019512,0.741645,0.000385,0.098411,6.665937,3.219845,1.579234,4.357043,1.419819,1.915451,1.005059,0.997893,0.000591,0.001149,0.000367,14.408939,285.72906,0.177564,1.831454,0.267021,0.013628,0.589546,30.366242,"fBm(H=0.900, σ=1.000)",0.9,1.0,0.987188,1.0,fractal_overlays/shirt_terrycloth_20250824_200839_fractal_overlay_20250824_201007.png
shirt_terrycloth_20250824_200844.jpg,capture/images/shirt_terrycloth/shirt_terrycloth_20250824_200844.jpg,shirt_terrycloth,108.643433,20.313971,412.657406,0.00273,0.236168,167,25,192,6.386499,6.386499,0.237671,0.065699,0.040549,1.826009,346.811242,13.841238,0.084478,0.019227,0.761724,0.000374,0.098473,6.632664,3.217402,1.574535,4.18075,1.42452,1.912678,1.007135,0.997867,0.000597,0.001165,0.000372,14.408044,311.4905,0.186978,1.825777,0.351578,0.015603,0.622519,28.379479,"fBm(H=0.900, σ=1.000)",0.9,0.999999,0.981597,1.0,fractal_overlays/shirt_terrycloth_20250824_200844_fractal_overlay_20250824_201044.png
shirt_terrycloth_20250824_200849.jpg,capture/images/shirt_terrycloth/shirt_terrycloth_20250824_200849.jpg,shirt_terrycloth,113.258438,19.818687,392.780362,-0.227579,0.25566,156,26,182,6.345942,6.345943,0.238388,0.066874,0.040978,1.844301,400.527848,14.932212,0.078698,0.019261,0.739906,0.000375,0.09796,6.813082,3.230733,1.584373,4.930867,1.414181,1.920923,1.005552,0.997917,0.000587,0.001133,0.000363,14.409541,289.0886,0.174986,1.844358,0.193153,0.030243,0.623556,20.384077,"fBm(H=0.900, σ=1.000)",0.9,1.000002,0.97065,1.0,fractal_overlays/shirt_terrycloth_20250824_200849_fractal_overlay_20250824_201120.png
shirt_terrycloth_20250824_200854.jpg,capture/images/shirt_terrycloth/shirt_terrycloth_20250824_200854.jpg,shirt_terrycloth,113.101837,19.414078,376.906408,-0.241654,0.299377,156,26,182,6.315702,6.315703,0.239273,0.066714,0.040941,1.841331,403.103594,14.976932,0.078636,0.019493,0.727362,0.000384,0.09787,6.904826,3.236716,1.591108,4.842207,1.405523,1.921824,1.004712,0.99783,0.000617,0.001166,0.000388,14.415985,273.2727,0.171651,1.840645,0.18911,0.013199,0.509937,30.855339,"fBm(H=0.900, σ=1.000)",0.9,0.999999,0.985615,1.0,fractal_overlays/shirt_terrycloth_20250824_200854_fractal_overlay_20250824_201157.png
sock_20250824_201854.jpg,capture/images/sock/sock_20250824_201854.jpg,sock,98.672424,19.073682,363.805353,0.779368,1.061523,156,43,199,6.230433,6.230434,0.220718,0.068281,0.054965,1.962562,476.537226,14.988086,0.094286,0.020701,0.60005,0.000435,0.09682,7.293202,3.229107,1.805958,4.865105,1.126495,1.906852,1.007823,0.995321,0.000662,0.00345,0.000566,14.477042,245.79439,0.193303,1.9634,0.245758,0.030994,0.657925,20.135776,"fBm(H=0.900, σ=1.000)",0.9,0.999996,0.962135,1.0,fractal_overlays/sock_20250824_201854_fractal_overlay_20250824_201950.png
sock_20250824_201859.jpg,capture/images/sock/sock_20250824_201859.jpg,sock,99.90564,19.301844,372.561164,0.750877,0.974421,156,44,200,6.252285,6.252286,0.221054,0.068238,0.054782,1.961841,466.398943,14.837238,0.095679,0.020521,0.6136,0.000428,0.096954,7.208798,3.224473,1.798492,4.87189,1.136019,1.907857,1.008071,0.995571,0.000628,0.003273,0.000528,14.468483,255.22095,0.193201,1.962663,0.237335,0.031034,0.65021,20.122736,"fBm(H=0.900, σ=1.000)",0.9,0.999998,0.962445,1.0,fractal_overlays/sock_20250824_201859_fractal_overlay_20250824_202026.png
sock_20250824_201904.jpg,capture/images/sock/sock_20250824_201904.jpg,sock,99.719467,19.458947,378.650626,0.742763,0.869727,157,42,199,6.263198,6.263198,0.222122,0.068046,0.054569,1.964324,466.456579,14.843603,0.094668,0.020424,0.623509,0.000424,0.097136,7.175914,3.2221,1.797475,4.818743,1.138692,1.904496,1.008617,0.995642,0.000616,0.003227,0.000514,14.465183,262.11157,0.195137,1.963635,0.237885,0.025957,0.629835,22.002601,"fBm(H=0.900, σ=1.000)",0.9,1.0,0.96495,1.0,fractal_overlays/sock_20250824_201904_fractal_overlay_20250824_202103.png
sock_20250824_201908.jpg,capture/images/sock/sock_20250824_201908.jpg,sock,101.222992,19.678201,387.231586,0.71711,0.755214,150,46,196,6.281917,6.281916,0.222183,0.068386,0.054584,1.964359,482.493729,15.135839,0.093488,0.020183,0.631134,0.000414,0.09721,7.14499,3.222051,1.795532,4.907731,1.141283,1.901564,1.00879,0.995795,0.000591,0.003123,0.000491,14.460691,269.95233,0.194404,1.964645,0.220436,0.024361,0.634927,22.711932,"fBm(H=0.900, σ=1.000)",0.9,1.000003,0.967709,1.0,fractal_overlays/sock_20250824_201908_fractal_overlay_20250824_202139.png
sock_20250824_201913.jpg,capture/images/sock/sock_20250824_201913.jpg,sock,104.607269,21.533594,463.695677,0.641282,0.366551,158,46,204,6.41492,6.41492,0.223206,0.06883,0.05439,1.963477,442.706345,14.555706,0.095725,0.018927,0.693022,0.000364,0.097485,7.046051,3.217175,1.788353,4.580627,1.151316,1.898095,1.01324,0.996187,0.000535,0.002834,0.000444,14.444621,345.72357,0.205852,1.963654,0.251732,0.022856,0.606292,23.447915,"fBm(H=0.900, σ=1.000)",0.9,1.000003,0.954052,1.0,fractal_overlays/sock_20250824_201913_fractal_overlay_20250824_202216.png
tshirt_cotton_20250824_195928.jpg,capture/images/tshirt_cotton/tshirt_cotton_20250824_195928.jpg,tshirt_cotton,105.433502,15.514427,240.697452,0.2704,-0.007401,111,61,172,5.987515,5.987516,0.213028,0.052779,0.033422,1.958237,336.230359,13.617972,0.092432,0.023673,0.681083,0.000574,0.097429,7.188649,3.234476,1.991172,4.579367,0.833144,1.910083,1.010299,0.997415,0.000234,0.002198,0.000153,14.393999,186.72324,0.147149,1.958722,0.310059,0.025121,0.789463,22.365757,"fBm(H=0.900, σ=1.000)",0.9,1.00001,0.983299,1.0,fractal_overlays/tshirt_cotton_20250824_195928_fractal_overlay_20250831_152931.png
tshirt_cotton_20250824_195938.jpg,capture/images/tshirt_cotton/tshirt_cotton_20250824_195938.jpg,tshirt_cotton,107.635422,15.83417,250.720949,0.219803,-0.084272,111,60,171,6.022775,6.022776,0.236145,0.053299,0.031587,1.916691,302.000974,13.017958,0.094736,0.023478,0.727349,0.000566,0.10092,5.961905,3.169138,1.995414,4.40311,0.856034,1.907443,1.00943,0.998153,0.000136,0.001649,6.3e-05,14.340898,198.23927,0.147109,1.917037,0.386574,0.027307,0.564167,21.452097,"fBm(H=0.900, σ=1.000)",0.9,1.000002,0.991904,1.0,fractal_overlays/tshirt_cotton_20250824_195938_fractal_overlay_20250831_152938.png
tshirt_cotton_20250824_195943.jpg,capture/images/tshirt_cotton/tshirt_cotton_20250824_195943.jpg,tshirt_cotton,105.714584,16.366445,267.860509,0.295436,-0.168779,111,57,168,6.061596,6.061597,0.2379,0.054256,0.032432,1.923109,348.174228,13.970094,0.088087,0.022527,0.717458,0.000518,0.098928,6.685923,3.222095,2.011773,4.507334,0.820389,1.908626,1.010628,0.997592,0.00022,0.002047,0.000141,14.383583,211.50316,0.154817,1.924363,0.386459,0.022732,0.645011,23.511655,"fBm(H=0.900, σ=1.000)",0.9,1.000007,0.985737,1.0,fractal_overlays/tshirt_cotton_20250824_195943_fractal_overlay_20250831_152944.png
tshirt_cotton_20250824_195923.jpg,capture/images/tshirt_cotton/tshirt_cotton_20250824_195923.jpg,tshirt_cotton,108.338013,12.430562,154.518865,0.489746,-0.014153,91,74,165,5.639855,5.639854,0.196167,0.045914,0.027565,1.974755,228.695343,11.376525,0.108945,0.029555,0.689395,0.000908,0.102658,5.296259,3.079622,1.986287,4.356506,0.913374,1.908892,1.005233,0.998978,5.5e-05,0.000948,1.8e-05,14.278387,117.97283,0.114739,1.973273,0.200958,0.015218,0.559806,28.735589,"fBm(H=0.900, σ=1.000)",0.9,1.000005,0.980497,1.0,fractal_overlays/tshirt_cotton_20250824_195923_fractal_overlay_20250831_152950.png
tshirt_cotton_20250824_195933.jpg,capture/images/tshirt_cotton/tshirt_cotton_20250824_195933.jpg,tshirt_cotton,101.590027,16.390229,268.6396,0.212817,-0.036169,117,52,169,6.071389,6.071389,0.224823,0.051364,0.030826,1.908503,293.250314,12.771676,0.097138,0.023576,0.759498,0.00057,0.100745,6.038848,3.176297,1.975908,4.269355,0.872093,1.902397,1.012807,0.998033,0.000149,0.001746,7.2e-05,14.346583,218.99211,0.161337,1.908573,0.338287,0.024353,0.710509,22.715911,"fBm(H=0.900, σ=1.000)",0.9,0.999999,0.989749,1.0,fractal_overlays/tshirt_cotton_20250824_195933_fractal_overlay_20250831_152956.png
pique_polo_20250726_210936.jpg,capture/images/pique_polo/pique_polo_20250726_210936.jpg,pique_polo,99.149872,21.924878,480.700256,0.76034,0.452512,179,50,229,6.403431,6.403431,0.129639,0.045755,0.041053,1.781329,161.730919,7.888389,0.188564,0.026018,0.864298,0.000691,0.103916,4.108191,2.872791,1.435183,3.604515,1.57825,1.840601,1.011839,0.998088,0.000678,0.00094,0.000294,14.26893,411.88605,0.221129,1.784544,0.650055,0.07016,0.698399,13.383225,"fBm(H=0.900, σ=1.000)",0.9,1.0,0.985522,1.0,fractal_overlays/pique_polo_20250726_210936_fractal_overlay_20250831_153002.png
pique_polo_20250726_210941.jpg,capture/images/pique_polo/pique_polo_20250726_210941.jpg,pique_polo,98.830551,22.045244,485.992787,0.76573,0.452163,170,51,221,6.410038,6.410038,0.129105,0.045841,0.041268,1.783509,174.447715,8.189689,0.184646,0.025959,0.865072,0.000687,0.103756,4.14298,2.875595,1.435271,3.686797,1.577685,1.844638,1.01215,0.998074,0.000681,0.000945,0.0003,14.270045,416.78238,0.223061,1.786044,0.602989,0.036452,0.622039,18.56705,"fBm(H=0.900, σ=1.000)",0.9,1.000016,0.985779,1.0,fractal_overlays/pique_polo_20250726_210941_fractal_overlay_20250831_153008.png
pique_polo_20250726_210956.jpg,capture/images/pique_polo/pique_polo_20250726_210956.jpg,pique_polo,98.545319,22.288175,496.762747,0.754164,0.392525,178,49,227,6.425965,6.425965,0.1306,0.046033,0.041132,1.778026,164.527808,7.988171,0.186953,0.025712,0.868689,0.000674,0.103958,4.114166,2.873616,1.429953,3.609733,1.583404,1.840575,1.012465,0.998096,0.00067,0.000955,0.000279,14.267872,427.16797,0.226172,1.780904,0.496284,0.02071,0.512023,24.632615,"fBm(H=0.900, σ=1.000)",0.9,0.999996,0.988354,1.0,fractal_overlays/pique_polo_20250726_210956_fractal_overlay_20250831_153014.png
pique_polo_20250726_210946.jpg,capture/images/pique_polo/pique_polo_20250726_210946.jpg,pique_polo,96.975098,21.777114,474.242697,0.773137,0.461298,171,48,219,6.389429,6.389429,0.126999,0.045375,0.040898,1.78402,174.60397,8.186815,0.185389,0.026335,0.864164,0.000708,0.10386,4.167592,2.886654,1.436762,3.688183,1.575387,1.845757,1.012271,0.998028,0.000697,0.000974,0.000301,14.271864,406.3944,0.224564,1.786764,0.553123,0.026961,0.570405,21.589291,"fBm(H=0.900, σ=1.000)",0.9,1.000006,0.992454,1.0,fractal_overlays/pique_polo_20250726_210946_fractal_overlay_20250831_153020.png
pique_polo_20250726_210951.jpg,capture/images/pique_polo/pique_polo_20250726_210951.jpg,pique_polo,97.825043,22.166585,491.357513,0.765317,0.422531,173,49,222,6.415296,6.415296,0.130493,0.04587,0.041139,1.782986,171.609415,8.148825,0.184815,0.025933,0.867467,0.000686,0.103865,4.136712,2.874575,1.43217,3.662102,1.581671,1.842988,1.012562,0.998065,0.000688,0.000954,0.000293,14.269761,422.12656,0.226594,1.785254,0.493996,0.020836,0.530891,24.558462,"fBm(H=0.900, σ=1.000)",0.9,1.000001,0.992908,1.0,fractal_overlays/pique_polo_20250726_210951_fractal_overlay_20250831_153025.png
fleece_20250824_193513.jpg,capture/images/fleece/fleece_20250824_193513.jpg,fleece,44.383911,26.015288,676.795209,1.46477,2.958383,231,3,234,6.46495,6.46495,0.336166,0.115053,0.073354,1.847766,1285.06111,26.004486,0.049655,0.014913,0.202098,0.000223,0.088459,10.393907,3.192678,1.950914,6.034415,0.801192,1.95603,1.028614,0.876813,0.034157,0.062314,0.026716,15.265897,307.1801,0.586142,1.849076,0.182419,0.009848,0.547653,35.722228,"fBm(H=0.900, σ=1.000)",0.9,1.000001,0.985893,1.0,fractal_overlays/fleece_20250824_193513_fractal_overlay_20250831_153031.png
fleece_20250824_193503.jpg,capture/images/fleece/fleece_20250824_193503.jpg,fleece,43.17952,26.076365,679.976791,1.536813,3.15628,223,2,225,6.435532,6.435532,0.331619,0.114135,0.073192,1.844361,1404.088613,27.081365,0.049009,0.015371,0.197139,0.000237,0.087977,10.521979,3.177268,1.955039,6.294029,0.794157,1.954232,1.031792,0.868392,0.036621,0.065446,0.029542,15.284779,307.7602,0.603906,1.844887,0.20298,0.028093,0.729004,21.149803,"fBm(H=0.324, σ=1.000)",0.323636,0.999966,0.988168,1.0,fractal_overlays/fleece_20250824_193503_fractal_overlay_20250831_153037.png
fleece_20250824_193518.jpg,capture/images/fleece/fleece_20250824_193518.jpg,fleece,43.274673,25.973005,674.596994,1.52392,3.168454,228,2,230,6.441962,6.441963,0.332657,0.113764,0.073186,1.845594,1328.157329,26.347335,0.04959,0.015258,0.200223,0.000233,0.088133,10.470746,3.182693,1.953844,6.219688,0.796913,1.95537,1.031346,0.870466,0.036252,0.064484,0.028799,15.281245,306.1436,0.60019,1.845558,0.173729,0.015819,0.540969,28.184416,"fBm(H=0.699, σ=1.000)",0.699483,1.000056,0.986177,1.0,fractal_overlays/fleece_20250824_193518_fractal_overlay_20250831_153043.png
fleece_20250824_193508.jpg,capture/images/fleece/fleece_20250824_193508.jpg,fleece,47.285339,25.841422,667.779116,1.384475,2.666051,232,3,235,6.490366,6.490366,0.333191,0.115414,0.072593,1.851382,1248.397298,25.781819,0.048468,0.014494,0.20749,0.00021,0.088765,10.296184,3.204739,1.94487,5.757519,0.814014,1.956455,1.023026,0.891835,0.029767,0.055226,0.023173,15.235148,304.03806,0.5465,1.851252,0.192314,0.007571,0.52326,40.740183,"fBm(H=0.900, σ=1.000)",0.9,1.000004,0.975514,1.0,fractal_overlays/fleece_20250824_193508_fractal_overlay_20250831_153049.png
fleece_20250824_193523.jpg,capture/images/fleece/fleece_20250824_193523.jpg,fleece,43.00061,25.746078,662.860534,1.524977,3.210305,230,3,233,6.431117,6.431117,0.333038,0.112558,0.072668,1.8474,1257.185868,25.594977,0.051319,0.015406,0.209569,0.000238,0.088374,10.427231,3.188775,1.951703,5.907097,0.800659,1.953528,1.032786,0.873387,0.035024,0.063768,0.027821,15.269304,304.6465,0.598738,1.847131,0.183533,0.028844,0.667833,20.872514,"fBm(H=0.900, σ=1.000)",0.9,1.000011,0.982689,1.0,fractal_overlays/fleece_20250824_193523_fractal_overlay_20250831_153055.png
sweater_20250824_195222.jpg,capture/images/sweater/sweater_20250824_195222.jpg,sweater,64.208282,27.534681,758.158675,0.686112,0.488164,199,4,203,6.759564,6.759564,0.296783,0.111468,0.074652,1.99151,1093.667056,24.555201,0.050204,0.012883,0.542969,0.000169,0.09662,7.538755,3.239606,1.878668,4.800866,0.955749,1.920449,1.038718,0.975607,0.002754,0.019078,0.002561,14.750338,491.8662,0.428834,1.994438,0.320175,0.027209,0.733774,21.490731,"fBm(H=0.900, σ=1.000)",0.9,1.000004,0.987742,1.0,fractal_overlays/sweater_20250824_195222_fractal_overlay_20250831_153101.png
sweater_20250824_195232.jpg,capture/images/sweater/sweater_20250824_195232.jpg,sweater,66.64978,28.249493,798.033871,0.703389,0.477592,191,6,197,6.792751,6.79275,0.294006,0.111469,0.075509,1.988286,1125.943156,24.731371,0.051427,0.012957,0.578781,0.000171,0.098104,7.013364,3.209712,1.866067,5.006894,0.978448,1.914496,1.042771,0.97997,0.001983,0.016303,0.001744,14.685551,535.67267,0.42385,1.990311,0.302254,0.012851,0.697974,31.270631,"fBm(H=0.900, σ=1.000)",0.9,1.000001,0.990787,1.0,fractal_overlays/sweater_20250824_195232_fractal_overlay_20250831_153107.png
sweater_20250824_195227.jpg,capture/images/sweater/sweater_20250824_195227.jpg,sweater,64.308273,27.863504,776.374831,0.727909,0.531528,192,5,197,6.767322,6.767322,0.289948,0.108502,0.073726,1.989468,1070.410946,24.102968,0.052568,0.013222,0.588357,0.000178,0.097855,7.081842,3.212272,1.865693,4.923345,0.978836,1.911694,1.047368,0.979533,0.002053,0.016611,0.001803,14.688433,526.93774,0.43328,1.990689,0.268394,0.027745,0.710615,21.282117,"fBm(H=0.900, σ=1.000)",0.9,1.0,0.982098,1.0,fractal_overlays/sweater_20250824_195227_fractal_overlay_20250831_153113.png
sweater_20250824_195217.jpg,capture/images/sweater/sweater_20250824_195217.jpg,sweater,65.621368,27.318388,746.294321,0.671424,0.426198,186,5,191,6.750664,6.750664,0.292099,0.111914,0.075104,1.991442,1211.294649,25.746052,0.048766,0.01307,0.543574,0.000174,0.097677,7.161392,3.216785,1.872235,5.124606,0.968253,1.920083,1.034057,0.978342,0.002209,0.017488,0.001961,14.71014,482.14032,0.416303,1.993263,0.251038,0.013857,0.639322,30.114557,"fBm(H=0.900, σ=1.000)",0.9,0.999996,0.981358,1.0,fractal_overlays/sweater_20250824_195217_fractal_overlay_20250831_153118.png
sweater_20250824_195212.jpg,capture/images/sweater/sweater_20250824_195212.jpg,sweater,66.38765,26.835758,720.15791,0.65338,0.419883,189,6,195,6.72902,6.729021,0.292084,0.110467,0.074331,2.002146,1097.715592,24.468214,0.051752,0.013372,0.554449,0.000182,0.098963,6.707345,3.191029,1.865047,5.016595,0.985572,1.91754,1.030893,0.981716,0.001688,0.015201,0.001394,14.663992,467.71463,0.404228,2.003368,0.277496,0.011861,0.631338,32.54902,"fBm(H=0.900, σ=1.000)",0.9,1.000003,0.988472,1.0,fractal_overlays/sweater_20250824_195212_fractal_overlay_20250831_153124.png
windbreaker_polyester_20250824_192056.jpg,capture/images/windbreaker_polyester/windbreaker_polyester_20250824_192056.jpg,windbreaker_polyester,73.199631,30.348313,921.02013,0.29938,-0.506897,175,15,190,6.886109,6.886109,0.197403,0.154884,0.084023,2.012721,4012.694409,51.404794,0.019451,0.0103,-0.206873,0.000107,0.088309,10.539952,3.073782,2.071035,11.066813,0.287732,1.982286,1.005111,0.877164,0.012915,0.10439,0.00553,15.230132,307.82837,0.414597,2.014687,0.358238,0.014836,0.791234,29.103869,"fBm(H=0.900, σ=1.000)",0.9,1.0,0.698305,1.0,fractal_overlays/windbreaker_polyester_20250824_192056_fractal_overlay_20250831_153130.png
